m,f_re,f_im,abs_res,success,sigma_min_1e-4,sigma_min_1e-5,sigma_min_1e-6,jac_reliable
-14.87750000000004,9.817438430586565,-0.12157019756719172,3.636721891222372e-15,True,10.33000690097333,10.33778001580076,10.33855758496845,True
-14.878000000000041,9.8175633820256,-0.1215621617437031,5.618430578060438e-15,True,10.330210749722916,10.337984179712707,10.338761771644686,True
-14.878500000000042,9.817688332591832,-0.12155412600100039,7.828646949650264e-15,True,10.330414591452858,10.338188336507955,10.338965965726903,True
-14.879000000000042,9.817813282297081,-0.12154609039512633,5.515473566030869e-15,True,10.330618426067717,10.338392485566581,10.33917014130428,True
-14.879500000000043,9.817938231134955,-0.12153805489497627,7.520890379115718e-15,True,10.33082225368224,10.338596628689737,10.339374322042115,True
-14.880000000000043,9.81806317909869,-0.12153001946774111,7.656515266048676e-15,True,10.331026074095542,10.338800763967674,10.33957848042183,True
-14.880500000000044,9.818188126203287,-0.12152198418458168,1.879599711402626e-14,True,10.331229887506517,10.339004893065798,10.339782642668515,True
-14.881000000000045,9.818313072434304,-0.12151394897597327,7.461037401901204e-15,True,10.33143369387903,10.339209014630644,10.339986799108127,True
-14.881500000000045,9.818438017798146,-0.12150591387202522,5.310824686389317e-15,True,10.331637493098,10.33941312843951,10.340190941581888,True
-14.882000000000046,9.818562962293703,-0.1214978788669202,7.220931861080138e-15,True,10.331841285174768,10.339617235526708,10.340395076488472,True
-14.882500000000046,9.81868790592293,-0.12148984396949936,1.5100665727558131e-15,True,10.332045070201957,10.339821335356547,10.340599209680038,True
-14.883000000000047,9.818812848687076,-0.1214818091851927,1.1934897514720433e-14,True,10.33224884820814,10.340025428654858,10.34080333746198,True
-14.883500000000048,9.818937790583346,-0.12147377450016039,7.436215473158797e-15,True,10.332452619060234,10.3402295144361,10.341007456049793,True
-14.884000000000048,9.819062731611321,-0.12146573991189545,1.5500637902938654e-14,True,10.332656382841344,10.340433593015039,10.341211564703958,True
-14.884500000000049,9.819187671774582,-0.12145770543697744,8.671119018262734e-16,True,10.332860139510391,10.340637665194679,10.34141566991358,True
-14.88500000000005,9.819312611072856,-0.12144967107358465,2.010699415441723e-14,True,10.333063889112339,10.340841729348325,10.341619765364385,True
-14.88550000000005,9.81943754950239,-0.12144163680329964,9.930136612989092e-15,True,10.333267631580588,10.341045787458501,10.341823856096772,True
-14.88600000000005,9.819562487064163,-0.12143360263031995,9.838480485366983e-15,True,10.333471367049356,10.341249837821888,10.342027940938937,True
-14.886500000000051,9.819687423758731,-0.12142556855676825,8.320193863189414e-15,True,10.333675095233254,10.341453880667295,10.342232007636031,True
-14.887000000000052,9.819812359586226,-0.1214175345827672,1.187795958934157e-14,True,10.333878816458059,10.341657916560932,10.342436078810556,True
-14.887500000000053,9.819937294552625,-0.12140950073629385,2.507851037520163e-15,True,10.334082530510733,10.341861945411006,10.342640136385917,True
-14.888000000000053,9.820062228652372,-0.12140146699034642,2.682975169497797e-15,True,10.334286237558294,10.34206596805087,10.342844198359824,True
